source_ip,destination_ip,start_time,Network_Node_Text,source_port,destination_port,flags,site,asn,num_packets,num_bytes,Label
135.fa7cd.19ca1.167,135.b1d10.091d5.182,1415766479,Muslims firebomb a church on a false rumor of a conversion.,33684,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,24,3210,0
135.fa7cd.19ca1.167,135.b1d10.091d5.210,1415766470,A seminary student is gunned down by sectarian rivals.,33676,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,36697,1718856,0
135.fa7cd.19ca1.167,135.b1d10.091d5.210,1415766479,Sunnis shoot a trader to death at a market for no reason other than being Shia.,33682,22,"-A----,-A---F,-AP---",c9f0f,c4ca4,23,3118,1
135.b1d10.091d5.210,135.fa7cd.19ca1.167,1415766470,A priest and ten parishioners are beaten and humiliated in their own church by Muslim activists.,22,33676,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,65575,69350939,1
135.b1d10.091d5.182,135.fa7cd.19ca1.167,1415766479,An Islamist attempt to hack a church bishop to death is thwarted by a guard who suffers horrific injuries.,22,33684,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,23,2875,0
135.b1d10.091d5.210,135.fa7cd.19ca1.167,1415766479,Three Christian brothers are machine-gunned in their home by Islamists angered over a church-building rumor.,22,33682,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,24,2641,0
135.b1d10.091d5.58,135.0777d.04511.237,1415766299,Muslim 'insurgents' kill two people with a bomb hidden on a motorcycle.,22,58061,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,85,13953,1
135.b1d10.091d5.66,135.0777d.04511.237,1415766307,Mujahideen shoot two guards to death at a bus stop.,22,58086,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,84,13861,0
135.0777d.04511.237,135.b1d10.091d5.61,1415766302,Two Shiites are murdered by Sipah-e-Sahaba terrorists.,58070,22,"-A----,-A---F,-AP---",c9f0f,c4ca4,56,5301,0
135.0777d.04511.237,135.b1d10.091d5.58,1415766299,Sunni fundamentalists ambush and kill three Afghans.,58061,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,56,4737,0
135.0777d.04511.237,135.b1d10.091d5.87,1415766315,Four dozen worshippers are massacred when Lashkar-e-Jhangvi set off a massive suicide car bomb outside a Shia shrine.,58109,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,57,5365,1
135.0777d.04511.237,135.b1d10.091d5.89,1415766317,A suicide bomber detonates outside a Shia shrine.,58114,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,58,5417,0
135.0777d.04511.237,135.b1d10.091d5.66,1415766307,Bomb blasts in two Shia neighborhoods leave four dead.,58086,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,56,5313,1
135.b1d10.091d5.89,135.0777d.04511.237,1415766317,A moderate cleric is murdered in his home by Islamic extremists.,22,58114,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,86,14853,1
135.b1d10.091d5.87,135.0777d.04511.237,1415766315,Sunni terrorists shoot an innocent Shia to death.,22,58109,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,83,14777,0
135.b1d10.091d5.61,135.0777d.04511.237,1415766302,At least one villager is killed during a Boko Haram attack.,22,58070,"-A----,-A---F,-AP---",c9f0f,c4ca4,81,13873,0
135.b1d10.091d5.92,135.0777d.04511.237,1415766319,"About two dozen innocent people, including women, children and police are thought killed during violent rioting by Jamaat-e-Islami.",22,58118,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,85,14097,0
135.0777d.04511.237,135.b1d10.091d5.92,1415766319,al-Qaeda gunmen shoot a man to death in his own home.,58118,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,58,5417,0
135.0777d.04511.237,135.b1d10.091d5.91,1415766318,An al-Qaeda suicide bomber takes out five Iraqis.,58116,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,56,5313,1
135.b1d10.091d5.209,135.0777d.bd4c9.37,1415766477,A Fedayeen suicide bomber sends a dozen souls to Allah.,22,60449,"-A----,-A--S-,-AP---",c9f0f,c4ca4,22,3013,0
135.0777d.bd4c9.37,135.b1d10.091d5.209,1415766477,al-Nusra terrorists from Syria shoot fifty-seven surrendered soldiers and Iraqi guards in cold blood.,60449,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,17,2276,0
135.b1d10.091d5.210,135.0777d.bd4c9.40,1415766493,Muslim gunmen knock a 37-year-old off his motorcycle and then shoot him in the head.,22,45386,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,1646,1716433,0
135.b1d10.091d5.209,135.0777d.bd4c9.37,1415766486,Eight civilians are among ten killed during a Boko Haram attack on police station and bank.,22,60811,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,64,43307,0
135.b1d10.091d5.210,135.0777d.bd4c9.40,1415766482,A man is kidnapped and executed by Shaheen Bhittani.,22,45312,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,69148,73226859,0
135.b1d10.091d5.209,135.0777d.bd4c9.37,1415766492,A policeman and one other die of injuries suffered during a Jamaat-e-Islami rampage.,22,60961,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,28,4177,0
135.b1d10.091d5.209,135.0777d.bd4c9.37,1415766493,Islamic State of Iraq terrorists kill seven Iraqis in two attacks.,22,60967,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,28,4177,0
135.0777d.bd4c9.40,135.b1d10.091d5.210,1415766482,"Mujahideen bomb a soccer field, killing three spectators.",45307,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,21,3972,0
135.0777d.bd4c9.40,135.b1d10.091d5.210,1415766493,al-Qaeda gunmen murder three people.,45386,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,844,42560,0
135.0777d.bd4c9.40,135.b1d10.091d5.210,1415766490,"A polio clinic narrowly escapes disaster as a bomb detonates at the wrong time, injuring only a nurse.",45364,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,45,5076,1
135.0777d.bd4c9.40,135.b1d10.091d5.210,1415766482,A man dies in an al-Qaeda drive-by.,45312,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,37372,1750358,0
135.0777d.bd4c9.37,135.b1d10.091d5.181,1415766487,An Islamist shoots a refugee camp guard at close range.,60824,22,"----S-,-A----,-AP---",c9f0f,c4ca4,18,3416,0
135.0777d.bd4c9.37,135.b1d10.091d5.209,1415766493,An 18-year-old girl and her lover are 'honor' killed by her uncle on suspicion of sex.,60967,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,25,3930,1
135.0777d.bd4c9.37,135.b1d10.091d5.209,1415766492,A 65-year-old citizen is murdered by Jamaat-e-Islami.,60961,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,25,3930,0
135.0777d.bd4c9.37,135.b1d10.091d5.209,1415766477,Muslim gunmen pick off a 42-year-old man in front of his home.,60477,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,36515,1710478,0
135.0777d.bd4c9.37,135.b1d10.091d5.209,1415766489,Islamic extremists execute seventeen captured Afghan soldiers in cold blood.,60894,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,738,37200,1
135.0777d.bd4c9.37,135.b1d10.091d5.209,1415766486,At least five Iraqis are taken out by the Mujahideen.,60811,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,42,4538,0
135.b1d10.091d5.210,135.0777d.bd4c9.40,1415766482,Two people are picked off by al-Qaeda gunmen.,22,45307,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,23,3901,1
135.b1d10.091d5.181,135.0777d.bd4c9.37,1415766487,Sipah-e-Sahaba gunmen murder two Shia returning from a funeral,22,60824,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,22,3253,1
135.b1d10.091d5.209,135.0777d.bd4c9.37,1415766489,"At least one Muslim goes on a stabbing spree, killing five people in a suspected sectarian attack on Han.",22,60894,"-A----,-A---F,-AP---",c9f0f,c4ca4,1325,1379579,0
135.b1d10.091d5.209,135.0777d.bd4c9.37,1415766477,A man is abducted from his home and shot to death by Islamic terrorists.,22,60477,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,66635,70609489,0
135.b1d10.091d5.210,135.0777d.bd4c9.40,1415766490,A family of five is slaughtered in their home by Sunni 'insurgents'.,22,45364,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,72,45371,0
135.b1d10.6f3ef.64,135.0777d.04511.237,1415752316,al-Qaeda gunmen murder five Iraqis on the street.,22,36794,-AP---,c9f0f,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.b1d10.189,1415606734,At least one child is hit when Muslim 'insurgents' spray a playground with gunfire.,51815,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,1
135.0777d.04511.237,135.b1d10.b1d10.208,1415636709,"A Muslim mob rampages through a Christian neighborhood, burning more than 100 homes and injuring three dozen.",51245,22,"-A----,-AP---",c9f0f,c4ca4,10,840,0
135.b1d10.6f3ef.100,135.0777d.04511.237,1415743658,Islamic separatists shoot a Russian judge to death.,22,43602,"-A----,-AP---",c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.6f3ef.78,1415710866,Six worshippers are ripped apart by a bomb placed inside a Barelvi (Sufi) mosque.,36802,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.091d5.132,1415711722,Eight children are among nine innocents shredded by a Fedayeen suicide bomber.,58282,22,"----S-,-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.6f3ef.71,1415512989,"A suicide bomber on a bicycle pedals to paradise, taking nine others with him.",38691,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.6f3ef.99,1415696321,A Christian arrested by Islamists for 'proselytizing' dies from 'natural causes' while being tortured.,55787,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.b1d10.b1d10.180,135.0777d.04511.237,1415762765,Two local cops are murdered by religious extremists.,22,56451,-AP---,c9f0f,c4ca4,6,504,0
135.b1d10.b1d10.203,135.0777d.04511.237,1415760755,Ansaru Islamists summarily execute seven 'Christian' hostages.,22,61125,-AP---,c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.b1d10.41,1415718742,A 4-year-old girl bleeds out after radicals detonate a bomb outside a rival mosque.,65449,22,"----S-,-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.b1d10.091d5.61,135.0777d.04511.237,1415764102,Three more policemen are reported dead from Jamaat-e-Islami violence.,22,57893,-AP---,c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.b1d10.53,1415454372,A 50-year-old villager is gunned down by Muslim terrorists outside a mosque.,51648,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.b1d10.103,1415534219,A 52-year-old woman is shot in the head by Islamic 'insurgents' while returning from a trip to the market.,51251,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,1
135.b1d10.b1d10.50,135.0777d.04511.237,1415759832,A 42-year-old man driving a BMW is machine-gunned on the road by Muslim terrorists.,22,51254,-AP---,c9f0f,c4ca4,6,504,0
135.b1d10.b1d10.81,135.0777d.04511.237,1415751984,"Terrorists fire on a bus carrying kindergarteners, killing at least one child.",22,55761,"-A----,-AP---",c9f0f,c4ca4,5,420,0
135.0777d.04511.237,135.b1d10.b1d10.77,1415452133,Five Christians are shot to death by Islamic extremists while returning home from church.,55757,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,1
135.0777d.04511.237,135.b1d10.b1d10.24,1415718755,A healer is shot several times in his own home by militant Islamists.,65466,22,"----S-,-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.b1d10.b1d10.74,135.0777d.04511.237,1415752582,Nine Israelis are injured when Muslims hurl firebombs at them on the Temple Mount.,22,55751,"-A----,-AP---",c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.b1d10.74,1415513865,A bomb placed outside a Shia-owned shop leaves a father and son dead.,55751,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.b1d10.41,1415604307,"A Shahid suicide bomber detonates next to a girl's school, killing at least five.",47023,22,"-A----,-AP---",c9f0f,c4ca4,10,904,0
135.0777d.04511.237,135.b1d10.b1d10.46,1415706148,Islamists take down three local soldiers on patrol with an IED.,51482,22,"-A----,-AP---",c9f0f,c4ca4,11,956,0
135.b1d10.b1d10.67,135.0777d.04511.237,1415758859,A Shiite shop owner is cut down by Sipah-e-Sahaba gunmen.,22,51478,-AP---,c9f0f,c4ca4,6,504,0
135.b1d10.091d5.89,135.0777d.04511.237,1415760748,Mujahideen murder three people including a man and wife in their home.,22,57916,-AP---,c9f0f,c4ca4,5,420,0
135.0777d.04511.237,135.b1d10.b1d10.86,1415692612,A Shia business man is murdered by Sunni gunmen on his way to work.,36472,22,"----S-,-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.091d5.61,1415451483,A Fedayeen suicide bomber takes out five people.,57893,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.091d5.58,1415622119,Children are among the casualties of a bombing outside the house of an anti-Taliban politician.,57889,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,1
135.0777d.04511.237,135.b1d10.091d5.52,1415451212,Four teachers at a primary school are shot by Boko Haram.,57880,22,"-A----,-AP---",c9f0f,c4ca4,11,892,0
135.b1d10.b1d10.53,135.0777d.04511.237,1415750595,A father and son on their way home are taken out by a remote-controlled bomb.  Two of the injured later die in the hospital.,22,51648,"-A----,-AP---",c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.b1d10.117,1415442495,A man and wife are shot to death in their own home by al-Qaeda.,51763,22,"-A----,-AP---",c9f0f,c4ca4,11,956,0
135.b1d10.b1d10.41,135.0777d.04511.237,1415753886,"Islamic terrorists throw grenades into an Indian camp, killing five security personnel.",22,47023,-AP---,c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.091d5.71,1415483371,A woman is among two people murdered in their own homes by Boko Haram.,57907,22,"-A----,-AP---",c9f0f,c4ca4,11,956,0
135.0777d.04511.237,135.b1d10.091d5.85,1415452173,A female social worker is murdered by Religion of Peace gunmen.,57910,22,"-A----,-AP---",c9f0f,c4ca4,11,956,0
135.b1d10.091d5.64,135.0777d.04511.237,1415749044,"A Fedayeen bomber self-detonates at a polo game, killing at least ten spectators.",22,57898,-AP---,c9f0f,c4ca4,6,504,0
135.b1d10.091d5.56,135.0777d.04511.237,1415751141,At least one cop is killed during a Taliban assault on a checkpoint.,22,57885,-AP---,c9f0f,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.b1d10.126,1415338927,Sectarian Jihadis kidnap and torture a rival to death.,51256,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.b1d10.b1d10.57,135.0777d.04511.237,1415759412,Two people suffer knife injuries when a Muslim convert attempts to stab a non-Muslim to death over religious views outside a coffee shop.,22,43127,-AP---,c9f0f,c4ca4,6,504,0
135.b1d10.b1d10.83,135.0777d.04511.237,1415744702,A coordinated Fedayeen attack on a government building by the 'Islamic State of Iraq' leaves thirty dead.,22,55772,"-A----,-AP---",c9f0f,c4ca4,6,504,0
135.b1d10.b1d10.29,135.0777d.04511.237,1415748264,Eighteen people are killed during a clash between two hardline Islamic groups.,22,37869,"-A----,-AP---",c9f0f,c4ca4,6,504,0
135.b1d10.b1d10.72,135.0777d.04511.237,1415749942,Muslim 'insurgents' shoot a 45-year-old villager to death.,22,55747,"-A----,-AP---",c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.b1d10.108,1415452714,"A civilian is killed during a raid on a prison by 'Allah Akbar' shouting gunmen, shortly after they prayed at a mosque.",51237,22,"-A----,-AP---",c9f0f,c4ca4,11,956,0
135.b1d10.b1d10.65,135.0777d.04511.237,1415764529,Ahl-e-Sunnat Wal-Jamaat gunmen take down a 25-year-old Shiite.,22,51476,-AP---,c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.b1d10.65,1415503232,"al-Qaeda gunmen invade a home, tie a man and his three sons up and execute them in cold blood.",51476,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.b1d10.b1d10.15,135.0777d.04511.237,1415751215,"Two brutal rock attacks by Arabs leave a baby severely injured.  Other victims include her two sisters, ages 6 and 4.",22,65344,-AP---,c9f0f,c4ca4,6,504,1
135.b1d10.091d5.54,135.0777d.04511.237,1415762763,Four local cops die from a bomb planted by Muslim 'separatists'.,22,57884,-AP---,c9f0f,c4ca4,6,504,0
135.b1d10.b1d10.48,135.0777d.04511.237,1415760510,The Tehrik-e-Taliban is suspected to be behind the bombing of a TV station in which three are killed.,22,51485,-AP---,c9f0f,c4ca4,6,504,0
135.0777d.04511.232,135.b1d10.d1c38.73,1415766499,Nine Iraqis are massacred at point blank range by Mujahid gunmen.,58628,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.b1d10.d1c38.73,135.0777d.04511.232,1415766499,A woman is blown up by Muslim 'insurgents'.,22,58628,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,850,1
135.b1d10.d1c38.179,155.8f532.f0935.124,1415766526,An 18-year-old is buried in the ground and stoned to death for being gay.,27470,22,"----S-,-A----,-A---F,-AP---",45c48,c4ca4,22,2898,0
155.8f532.f0935.124,135.b1d10.d1c38.179,1415766526,"Religion of Peace community activists fire on two suspected prostitutes, killing one.",22,27470,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,22,3919,0
135.b1d10.d1c38.47,135.0777d.04511.237,1415756631,Sipah-e-Sahaba shoot a handicapped Shiite to death at a market.,22,36486,-AP---,45c48,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.d1c38.51,1415432362,Jihadi car bombers take down ten Iraqis waiting at a bus station in a Shia area.,45105,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.d1c38.58,1415140947,Muslim 'separatists' shoot a 37-year-old twice in the head.,33017,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.d1c38.76,135.0777d.04511.237,1415745523,"A Muslim fires on a Christian family, killing a baby and a 5-year-old and injuring three women.",22,48804,-AP---,45c48,c4ca4,6,504,1
135.b1d10.d1c38.115,135.0777d.04511.237,1415754120,A 64-year-old Buddhist is shot in the head by Muslim 'separatists'.,22,36741,-AP---,45c48,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.13fe9.117,1415754480,A man and his daughter are brutally murdered by Mujahideen.,36827,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.13fe9.86,135.0777d.04511.237,1415753516,A 75-year-old imam is beheaded by Religion of Peace rivals.,22,59308,-AP---,45c48,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.d1c38.125,1415753388,Over 40 Christians are blown to bits by Shahid suicide car bombers in a brutal attack.,38657,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.d1c38.80,135.0777d.04511.237,1415754284,Muslim 'insurgents' tie a 42-year-old's hands behind him and shoot him several times in the head.,22,51496,-AP---,45c48,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.d1c38.80,1415699531,Mujahideen murder three people by planting a bomb under their bus.,51496,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.13fe9.88,135.0777d.04511.237,1415755355,Five people at a market are sent to Allah by a Shahid suicide bomber.,22,45601,-AP---,45c48,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.d1c38.76,1415410874,A university professor and a lawyer are killed in separate targeted Sipah-e-Sahaba shooting attacks.,48804,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.d1c38.61,135.0777d.04511.237,1415751672,Terrorists take out a poet.,22,33024,"-A----,-AP---",45c48,c4ca4,228665,340045028,0
135.0777d.04511.237,135.b1d10.13fe9.86,1415699531,A suicide car bomber slaughters thirteen people.,59308,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.9cfdf.146,135.0777d.04511.237,1415753063,A young Shiite student is cut down by Sunni gunmen.,22,36817,-AP---,45c48,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.13fe9.59,1415751737,A Christian missionary is severely beaten by Muslim extremists.,45584,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.13fe9.60,135.0777d.04511.237,1415754081,Two middle-aged villagers are slain by Muslim gunmen in separate attacks.,22,45585,-AP---,45c48,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.d1c38.38,1415581797,At least four people are killed by two Shahid suicide bombers at a courtroom.,45086,22,"-A----,-AP---",45c48,c4ca4,12,1008,1
135.b1d10.d1c38.39,135.0777d.04511.237,1415766472,"Islamists attack a school, killing four teachers and two others.",22,58396,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,26,4354,0
135.0777d.04511.237,135.b1d10.d1c38.39,1415766472,A Boko Haram blast at a bank leaves six dead.,58396,22,"----S-,-A----,-A---F,-AP---",45c48,c4ca4,22,3497,1
135.b1d10.d1c38.56,135.0777d.04511.237,1415766381,An accomplished Sunni doctor and his guard are gunned down by Shia terrorists.,22,58227,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,192,39029,0
135.0777d.04511.237,135.b1d10.d1c38.56,1415766381,A Lashkar-e-Islam suicide bomber takes out forty-six Religion of Peace rivals.,58227,22,"----S-,-A----,-A---F,-AP---",45c48,c4ca4,124,8865,0
135.b1d10.13fe9.61,135.0777d.04511.237,1415753688,Two people are killed when al-Qaeda set off a car bomb at a market.,22,45586,-AP---,45c48,c4ca4,6,504,1
135.b1d10.d1c38.59,135.0777d.04511.237,1415753991,A suicide bombing is among two that leave eight Iraqis dead.,22,33020,"-A----,-AP---",45c48,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.d1c38.114,1415699427,An al-Qaeda blast in a commercial district snuffs out three lives.,36742,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.9cfdf.147,135.0777d.04511.237,1415749183,Mujahideen bombers take down five people waiting for a bus.,22,36814,-AP---,45c48,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.d1c38.123,1415324496,Fourteen Shiites are sent to Allah by al-Qaeda bombers.,38644,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.d1c38.39,135.0777d.04511.237,1415747387,Coordinated terror attacks on Shia neighborhoods by the Islamic State of Iraq leave over two dozen dead.,22,41794,"-A----,-AP---",45c48,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.13fe9.61,1415701785,At least four people are killed when Islamists bomb a rival shrine.,45586,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.13fe9.52,135.0777d.04511.237,1415754107,A half-dozen people are killed when Islamic State of Iraq bombers blow up a restaurant.,22,45575,-AP---,45c48,c4ca4,6,504,0
135.b1d10.d1c38.68,135.0777d.04511.237,1415748909,An al-Qaeda bombing of a government building kills seven Iraqis.,22,33035,"-A----,-AP---",45c48,c4ca4,6,504,1
135.b1d10.d1c38.60,135.0777d.04511.237,1415755341,Four day laborers are shredded by an al-Qaeda bomb attack.,22,33021,"-A----,-AP---",45c48,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.d1c38.60,1415700235,An al-Qaeda bomb at a restaurant leaves four dead.,33021,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.d1c38.86,1415178974,A woman is tracked down and killed by her conservative brothers for marrying without their permission.,51515,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.13fe9.66,135.0777d.04511.237,1415752164,Lashkar-e-Toiba militants shoot an 18-year-old to death in a mosque.,22,59299,-AP---,45c48,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.13fe9.66,1415467199,Muslim militants shoot a 56-year-old father to death as he is riding to visit his daughter.,59299,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.9cfdf.148,1415699451,al-Qaeda behead a French geologist after holding him captive for over a year.,36812,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.d1c38.81,1415700939,A tea vendor is shot to death by Muslim terrorists.,45096,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.d1c38.91,1415140950,A sectarian clash between Sunni and Shia leaves one dead.,51832,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.d1c38.36,1415140956,A suicide bomber kills a local soldier.,48821,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.d1c38.14,1415413046,A Buddhist monk is pulled off a motorcycle and burned alive by a Muslim mob.,62899,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.d1c38.92,1415347198,Four Shiites are shot to death by Sunni extremists.,48862,22,"----S-,-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.d1c38.18,135.0777d.04511.237,1415745251,A series of Mujahideen bomb blasts leave seven dead.,22,36743,-AP---,45c48,c4ca4,6,504,0
135.b1d10.d1c38.99,135.0777d.04511.237,1415751067,Children are among the casualties of a bomb placed in a family car.,22,36483,-AP---,45c48,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.d1c38.99,1415692613,At least one person is killed when mosque preachers incite a mob to attack police officers.,36483,22,"----S-,-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.d1c38.14,135.0777d.04511.237,1415738885,Four dozen people at a mosque are reduced to body parts by a Shahid suicide bomber.,22,62899,"-A----,-AP---",45c48,c4ca4,6,504,0
135.b1d10.d1c38.71,135.0777d.04511.237,1415739903,"Islamic terrorists machine-gun a police patrol, killing at least one cop.",22,33036,"-A----,-AP---",45c48,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.d1c38.18,1415692812,Five people are killed when a suicide vest explodes inside a religious school.,36743,22,"----S-,-A----,-AP---",45c48,c4ca4,12,1008,1
135.0777d.04511.237,135.b1d10.13fe9.65,1415752284,An 8-year-old boy standing outside an ice cream shop is exterminated by Muslim bombers.,59297,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.d1c38.118,135.0777d.04511.237,1415751230,A fundamentalist group claims responsibility for a bomb that leaves three locals dead.,22,60422,-AP---,45c48,c4ca4,6,504,0
135.b1d10.9cfdf.106,135.0777d.04511.237,1415766369,"Sunni extremists car bomb a refugee camp, killing over a dozen people lining up for food.",22,58205,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,194,39725,0
135.0777d.04511.237,135.b1d10.9cfdf.109,1415766374,At least five people are killed during a rampage by a mob protesting the burning of a Quran.,58213,22,"----S-,-A----,-A---F,-AP---",45c48,c4ca4,120,8657,0
135.0777d.04511.237,135.b1d10.9cfdf.106,1415766369,Shooting between Sunnis and Shia leave two dead.,58205,22,"----S-,-A----,-A---F,-AP---",45c48,c4ca4,121,8709,0
135.b1d10.9cfdf.109,135.0777d.04511.237,1415766374,Five Iraqis are killed in targeted al-Qaeda attacks.,22,58213,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,190,39469,1
135.b1d10.9cfdf.92,135.0777d.04511.237,1415746190,A Muslim 'separatist' walks up to a villager at a bird-singing event and shoots him in the head.,22,32962,"-A----,-AP---",45c48,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.9cfdf.63,1415755370,Islamic extremists storm a small town and murdered twenty-five people.,48888,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
